timestamp,sensor_id,latitude,longitude,location_type,area_name,aqi,pm25,temperature,humidity,wind_speed
2026-01-01 21:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,87.7,63.8,24.6,56.9,9.6
2026-01-01 21:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,100.2,73.3,21.8,62.2,13.1
2026-01-01 21:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,59.9,36.6,23.6,56.8,8.6
2026-01-01 21:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,38.6,25.9,21.5,60.6,10.2
2026-01-01 21:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,37.9,29.5,21.9,53.8,11.9
2026-01-01 21:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,72.6,51.3,24.0,57.5,10.7
2026-01-01 21:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,71.3,51.3,24.7,64.7,10.4
2026-01-01 21:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,89.2,59.6,22.2,49.5,10.0
2026-01-01 21:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,20.2,7.6,24.3,55.3,12.0
2026-01-01 21:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,30.6,23.0,24.3,64.6,11.1
2026-01-01 22:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,97.4,61.9,22.7,60.9,9.6
2026-01-01 22:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,115.7,78.8,26.3,59.2,12.3
2026-01-01 22:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,68.6,49.9,24.4,61.9,8.6
2026-01-01 22:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,34.1,26.0,26.3,53.6,11.7
2026-01-01 22:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,43.4,29.7,25.4,60.0,7.5
2026-01-01 22:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,66.5,50.4,25.9,51.3,11.3
2026-01-01 22:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,67.8,49.8,23.9,56.6,10.7
2026-01-01 22:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,93.2,63.6,24.9,59.1,9.6
2026-01-01 22:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,30.6,15.1,25.4,53.6,11.2
2026-01-01 22:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,,,25.4,64.3,12.5
2026-01-01 23:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,80.3,54.3,25.6,64.1,11.3
2026-01-01 23:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,106.0,74.4,28.0,57.8,17.1
2026-01-01 23:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,77.5,56.4,25.3,68.4,13.5
2026-01-01 23:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,43.5,29.9,27.1,60.7,10.2
2026-01-01 23:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,50.5,33.7,28.1,57.9,11.2
2026-01-01 23:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,70.8,48.0,24.6,61.2,16.0
2026-01-01 23:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,70.9,50.2,29.2,65.4,11.1
2026-01-01 23:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,80.1,52.6,28.7,57.3,17.9
2026-01-01 23:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,28.7,25.5,24.6,62.6,16.6
2026-01-01 23:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,34.1,27.7,27.7,62.4,12.1
2026-01-02 00:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,97.1,71.1,28.2,58.6,14.7
2026-01-02 00:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,112.0,81.7,25.4,60.6,14.7
2026-01-02 00:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,69.8,46.0,25.9,66.1,14.4
2026-01-02 00:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,48.3,34.3,28.3,59.0,11.2
2026-01-02 00:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,,,22.0,55.5,12.4
2026-01-02 00:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,66.8,45.6,27.8,73.1,14.0
2026-01-02 00:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,71.5,47.9,27.2,56.5,12.9
2026-01-02 00:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,103.8,72.5,29.3,61.4,14.1
2026-01-02 00:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,38.4,25.0,28.1,58.8,12.1
2026-01-02 00:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,42.3,32.7,25.1,63.2,12.9
2026-01-02 01:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,84.1,53.4,27.0,63.9,17.7
2026-01-02 01:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,117.4,84.9,28.7,64.7,12.5
2026-01-02 01:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,73.1,58.1,30.6,59.8,13.7
2026-01-02 01:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,46.9,31.1,30.7,63.8,14.5
2026-01-02 01:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,51.4,35.2,31.9,63.7,12.6
2026-01-02 01:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,75.0,48.6,28.1,71.8,13.6
2026-01-02 01:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,70.6,44.8,26.8,64.8,16.0
2026-01-02 01:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,,,27.2,55.4,16.9
2026-01-02 01:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,38.7,28.6,27.6,65.6,13.4
2026-01-02 01:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,42.8,31.7,27.9,70.1,18.0
2026-01-02 02:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,97.2,70.8,31.3,59.9,15.6
2026-01-02 02:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,,,32.9,68.3,14.8
2026-01-02 02:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,84.5,66.5,35.1,58.8,11.0
2026-01-02 02:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,70.9,53.7,33.4,64.0,15.0
2026-01-02 02:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,45.0,27.0,30.8,60.2,18.3
2026-01-02 02:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,81.7,60.3,30.3,65.7,13.5
2026-01-02 02:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,71.8,54.6,30.4,60.2,15.0
2026-01-02 02:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,98.7,71.2,32.9,63.1,17.2
2026-01-02 02:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,42.3,25.7,32.9,60.4,13.5
2026-01-02 02:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,54.8,33.3,34.7,60.1,10.4
2026-01-02 03:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,154.1,107.4,30.3,61.4,12.6
2026-01-02 03:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,167.1,113.9,32.7,63.2,16.5
2026-01-02 03:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,90.9,63.7,30.4,61.0,14.5
2026-01-02 03:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,57.9,36.8,31.4,57.7,15.6
2026-01-02 03:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,48.4,30.8,28.4,61.3,15.0
2026-01-02 03:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,79.9,56.4,34.4,64.9,16.1
2026-01-02 03:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,81.7,55.8,33.4,66.5,14.6
2026-01-02 03:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,93.6,66.9,30.9,61.6,18.9
2026-01-02 03:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,42.5,28.1,33.1,61.6,13.6
2026-01-02 03:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,73.6,50.4,30.6,62.7,15.7
2026-01-02 04:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,112.3,82.6,31.7,58.1,15.7
2026-01-02 04:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,124.4,86.8,31.5,59.2,16.5
2026-01-02 04:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,89.4,60.2,31.4,58.8,15.5
2026-01-02 04:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,57.7,40.0,32.5,63.5,17.4
2026-01-02 04:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,59.6,43.8,32.5,65.9,14.8
2026-01-02 04:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,94.1,69.3,32.5,67.6,11.6
2026-01-02 04:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,82.4,57.2,33.4,57.6,15.5
2026-01-02 04:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,111.3,80.9,30.2,75.1,13.0
2026-01-02 04:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,56.5,42.4,33.0,61.9,15.9
2026-01-02 04:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,60.0,44.1,33.7,65.5,14.9
2026-01-02 05:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,106.0,74.2,31.6,61.3,16.7
2026-01-02 05:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,145.7,101.3,31.6,70.9,12.1
2026-01-02 05:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,99.0,70.1,32.9,66.6,16.0
2026-01-02 05:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,94.4,71.4,32.1,68.8,12.1
2026-01-02 05:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,69.5,47.5,35.0,58.2,15.4
2026-01-02 05:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,100.3,68.9,33.0,60.0,16.6
2026-01-02 05:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,97.5,62.3,31.8,68.6,14.3
2026-01-02 05:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,,,32.8,66.8,13.2
2026-01-02 05:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,61.4,43.8,31.9,62.2,13.8
2026-01-02 05:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,74.3,56.6,32.0,63.0,13.5
2026-01-02 06:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,126.5,86.4,36.7,59.8,12.3
2026-01-02 06:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,139.4,97.4,36.9,62.1,11.3
2026-01-02 06:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,,,29.8,70.7,17.0
2026-01-02 06:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,75.9,57.0,34.1,70.3,16.9
2026-01-02 06:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,68.5,48.0,34.2,57.9,14.7
2026-01-02 06:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,110.6,75.4,37.1,67.8,10.8
2026-01-02 06:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,109.5,74.7,36.5,62.7,11.3
2026-01-02 06:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,128.5,88.6,30.0,67.7,9.9
2026-01-02 06:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,63.7,43.2,33.3,66.6,17.4
2026-01-02 06:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,74.4,54.3,32.6,66.0,14.1
2026-01-02 07:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,138.6,97.9,32.8,62.4,12.2
2026-01-02 07:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,149.2,106.8,29.9,68.6,11.8
2026-01-02 07:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,109.0,79.2,31.4,67.0,14.7
2026-01-02 07:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,70.6,46.9,32.8,65.5,9.5
2026-01-02 07:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,77.5,55.0,35.0,70.7,5.8
2026-01-02 07:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,116.4,83.7,31.8,56.6,10.8
2026-01-02 07:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,115.1,81.0,32.7,69.7,13.9
2026-01-02 07:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,129.0,92.2,34.1,66.2,9.3
2026-01-02 07:02:05.884212,SENSOR_009,19.059944,72.809333,Green Park,Area_9,59.2,43.9,34.2,68.5,13.0
2026-01-02 07:02:05.884212,SENSOR_010,19.046545,72.891214,Coastal,Area_10,72.5,46.9,28.5,59.4,10.5
2026-01-02 08:02:05.884212,SENSOR_001,19.049816,72.990143,Traffic Junction,Area_1,127.5,89.2,30.2,73.3,11.3
2026-01-02 08:02:05.884212,SENSOR_002,19.211876,72.91937,Industrial,Area_2,156.8,110.6,32.2,67.9,12.4
2026-01-02 08:02:05.884212,SENSOR_003,18.962398,72.811617,Commercial,Area_3,115.5,81.3,32.2,76.6,11.6
2026-01-02 08:02:05.884212,SENSOR_004,19.140446,72.941615,Coastal,Area_4,83.1,55.8,34.6,70.3,12.0
2026-01-02 08:02:05.884212,SENSOR_005,18.922565,72.9444,Coastal,Area_5,82.9,59.0,29.6,58.3,10.0
2026-01-02 08:02:05.884212,SENSOR_006,18.984936,72.836365,Commercial,Area_6,110.2,76.2,33.6,55.2,11.9
2026-01-02 08:02:05.884212,SENSOR_007,19.146993,72.922331,Commercial,Area_7,113.0,80.1,28.9,69.9,10.0
2026-01-02 08:02:05.884212,SENSOR_008,19.072778,72.858246,Traffic Junction,Area_8,134.5,92.7,34.6,74.2,9.3
